Context,Example,Implemented,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,all,id,Prop_top,Prop_bottom,Prop_NGO,Prop_ind
CC,MPAs,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,MPAs,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,MPAs,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Enforcement,N,0,0,0,1,0,0,0,0,0,0,1,14,0,1,0,0
CC,Enforcement,Y,0,0,0,1,0,0,0,0,0,0,1,14,0,1,0,0
N,Enforcement,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Enforcement,Y,0,2,0,0,0,0,0,0,0,0,2,14,1,0,0,0
CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",Y,0,0,2,0,0,0,0,1,0,0,3,NA,0.6666666666666666,0.3333333333333333,0,0
CC,Reductions in other stressors,N,0,0,2,2,0,0,0,0,0,0,4,7,0.5,0.5,0,0
CC,Reductions in other stressors,Y,0,0,1,1,0,0,0,0,0,0,2,7,0.5,0.5,0,0
N,Reductions in other stressors,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Reductions in other stressors,Y,0,1,1,0,0,0,1,1,1,1,6,7,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
CC,Review programs / regulations,N,0,2,1,0,1,0,0,0,0,0,4,5,0.75,0,0.25,0
CC,Review programs / regulations,Y,0,0,2,1,1,0,0,0,0,0,4,5,0.5,0.25,0.25,0
N,Review programs / regulations,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Review programs / regulations,Y,0,1,0,0,0,0,0,0,1,1,3,5,0.3333333333333333,0,0,0.6666666666666666
CC,Dynamic ocean management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Dynamic ocean management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Dynamic ocean management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Dynamic ocean management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Restoration,N,0,1,1,0,0,0,0,0,0,0,2,3,1,0,0,0
CC,Restoration,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Restoration,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Restoration,Y,0,1,1,0,0,0,1,1,1,1,6,3,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
CC,Disaster risk management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Disaster risk management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Disaster risk management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Disaster risk management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Financial assistance to help transition out of fishery,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help transition out of fishery,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help transition out of fishery,Y,0,1,0,0,0,0,0,1,0,0,2,NA,0.5,0.5,0,0
CC,Education,N,0,1,1,0,0,0,0,0,0,0,2,11,1,0,0,0
CC,Education,Y,0,0,1,2,0,1,3,0,0,1,8,11,0.125,0.625,0.125,0.125
N,Education,N,0,0,0,0,2,0,0,0,2,0,4,11,0,0,0.5,0.5
N,Education,Y,0,1,0,0,0,0,0,1,0,0,2,11,0.5,0.5,0,0
CC,Adaptation programs,N,0,5,1,1,0,1,0,0,0,0,8,4,0.75,0.125,0.125,0
CC,Adaptation programs,Y,0,5,2,3,0,0,1,0,0,0,11,4,0.6363636363636364,0.36363636363636365,0,0
N,Adaptation programs,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Research,N,1,3,6,2,0,9,7,0,0,4,32,8,0.3125,0.28125,0.28125,0.125
CC,Research,Y,0,1,1,0,0,0,0,0,0,0,2,8,1,0,0,0
N,Research,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Research,Y,0,1,1,0,0,0,1,1,1,1,6,8,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
CC,Coordination and organization,N,0,0,1,2,1,3,3,0,0,1,11,12,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.09090909090909091
CC,Coordination and organization,Y,0,0,1,1,0,1,0,0,0,0,3,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
N,Coordination and organization,N,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,1
N,Coordination and organization,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Market diversification,N,0,0,1,1,0,0,0,0,0,1,3,10,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
CC,Market diversification,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Market diversification,N,0,0,0,0,1,0,0,0,1,0,2,10,0,0,0.5,0.5
N,Market diversification,Y,0,0,0,0,0,0,1,0,1,0,2,10,0,0.5,0,0.5
CC,Transition out of fisheries,N,0,2,1,0,0,0,0,0,0,2,5,6,0.6,0,0,0.4
CC,Transition out of fisheries,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Transition out of fisheries,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Transition out of fisheries,Y,0,1,0,0,0,0,0,1,0,0,2,6,0.5,0.5,0,0
CC,Economic/community development,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Economic/community development,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Economic/community development,Y,0,0,0,0,0,0,0,0,1,0,1,NA,0,0,0,1
CC,Insurance,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Insurance,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Insurance,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Insurance,Y,0,0,0,0,0,0,1,1,1,1,4,NA,0,0.5,0,0.5
CC,Investments to improve value chain,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Investments to improve value chain,Y,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
N,Investments to improve value chain,N,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0.5,0.5
N,Investments to improve value chain,Y,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0
CC,Cooperatives,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Cooperatives,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Cooperatives,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Cooperatives,Y,0,0,0,0,0,0,1,1,0,0,2,NA,0,1,0,0
CC,Investment in new gear or innovations,N,0,0,2,2,0,0,0,0,0,0,4,9,0.5,0.5,0,0
CC,Investment in new gear or innovations,Y,0,0,2,2,0,0,2,0,0,2,8,9,0.25,0.5,0,0.25
N,Investment in new gear or innovations,N,0,0,0,0,1,0,0,0,2,0,3,9,0,0,0.3333333333333333,0.6666666666666666
N,Investment in new gear or innovations,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Diversify livelihoods,N,0,0,0,0,0,0,1,0,0,1,2,13,0,0.5,0,0.5
CC,Diversify livelihoods,Y,0,0,0,0,0,0,1,0,1,0,2,13,0,0.5,0,0.5
N,Diversify livelihoods,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Diversify livelihoods,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Community-based rights,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Community-based rights,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Community-based rights,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Community-based rights,Y,0,0,0,0,0,0,0,2,0,0,2,NA,0,1,0,0
CC,Financial assistance to help survive bad fishing years,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help survive bad fishing years,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help survive bad fishing years,Y,0,1,0,0,0,0,1,1,1,1,5,NA,0.2,0.4,0,0.4
