Context,Example,Implemented,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,all,id,Prop_top,Prop_bottom,Prop_NGO,Prop_ind
CC,MPAs,Y,0,0,1,1,1,0,0,0,0,0,3,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
N,MPAs,N,1,1,1,0,0,0,0,0,0,0,3,4,1,0,0,0
N,MPAs,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Enforcement,N,0,0,1,0,0,0,0,0,0,0,1,9,1,0,0,0
CC,Enforcement,Y,0,0,1,1,1,0,0,0,0,0,3,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
N,Enforcement,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Enforcement,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",N,0,1,1,1,1,0,1,0,0,0,5,NA,0.4,0.4,0.2,0
N,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Reductions in other stressors,N,0,0,3,0,0,0,0,0,0,0,3,3,1,0,0,0
CC,Reductions in other stressors,Y,0,0,2,1,2,0,0,0,0,0,5,3,0.4,0.2,0.4,0
N,Reductions in other stressors,N,1,1,1,0,0,0,0,0,0,0,3,3,1,0,0,0
N,Reductions in other stressors,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Review programs / regulations,N,0,0,4,2,0,0,0,0,0,0,6,1,0.6666666666666666,0.3333333333333333,0,0
CC,Review programs / regulations,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Review programs / regulations,N,0,1,1,1,1,0,1,0,0,0,5,1,0.4,0.4,0.2,0
N,Review programs / regulations,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Dynamic ocean management,N,0,0,3,1,0,0,0,0,0,0,4,6,0.75,0.25,0,0
CC,Dynamic ocean management,Y,0,0,1,1,1,0,0,0,0,0,3,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
N,Dynamic ocean management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Dynamic ocean management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Restoration,N,0,0,3,0,0,0,0,0,0,0,3,8,1,0,0,0
CC,Restoration,Y,0,1,2,2,2,0,1,0,0,0,8,8,0.375,0.375,0.25,0
N,Restoration,N,1,2,2,1,1,0,1,0,0,0,8,8,0.625,0.25,0.125,0
N,Restoration,Y,0,3,3,0,0,0,0,0,0,0,6,8,1,0,0,0
CC,Disaster risk management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Disaster risk management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Disaster risk management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Disaster risk management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Financial assistance to help transition out of fishery,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help transition out of fishery,N,0,1,1,1,1,0,1,0,0,0,5,NA,0.4,0.4,0.2,0
N,Financial assistance to help transition out of fishery,Y,0,1,1,0,0,0,0,0,0,0,2,NA,1,0,0,0
CC,Education,N,0,0,3,0,1,0,0,0,0,0,4,5,0.75,0,0.25,0
CC,Education,Y,0,1,3,2,1,1,0,0,0,0,8,5,0.5,0.25,0.25,0
N,Education,N,0,1,2,1,1,0,1,0,0,0,6,5,0.5,0.3333333333333333,0.16666666666666666,0
N,Education,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Adaptation programs,N,0,0,1,2,0,0,1,0,0,0,4,10,0.25,0.75,0,0
CC,Adaptation programs,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Adaptation programs,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Research,N,0,0,5,1,1,0,0,0,2,0,9,7,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.2222222222222222
CC,Research,Y,0,0,1,0,0,0,1,0,0,0,2,7,0.5,0.5,0,0
N,Research,N,1,1,1,0,0,0,0,0,0,0,3,7,1,0,0,0
N,Research,Y,0,3,3,0,0,0,0,0,0,0,6,7,1,0,0,0
CC,Coordination and organization,N,0,1,4,3,0,0,0,0,0,0,8,2,0.625,0.375,0,0
CC,Coordination and organization,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Coordination and organization,N,1,3,4,2,2,0,2,0,0,0,14,2,0.5714285714285714,0.2857142857142857,0.14285714285714285,0
N,Coordination and organization,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Market diversification,N,0,0,0,0,0,0,0,0,2,0,2,14,0,0,0,1
CC,Market diversification,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Market diversification,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Market diversification,Y,0,1,0,1,0,0,0,0,1,0,3,14,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
CC,Transition out of fisheries,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Transition out of fisheries,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Transition out of fisheries,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Transition out of fisheries,Y,0,1,1,0,0,0,0,0,0,0,2,NA,1,0,0,0
CC,Economic/community development,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Economic/community development,N,0,1,1,1,1,0,1,0,0,0,5,NA,0.4,0.4,0.2,0
N,Economic/community development,Y,0,0,0,0,0,0,0,0,1,0,1,NA,0,0,0,1
CC,Insurance,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Insurance,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Insurance,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Insurance,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Investments to improve value chain,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Investments to improve value chain,Y,0,0,1,1,1,0,0,0,1,0,4,11,0.25,0.25,0.25,0.25
N,Investments to improve value chain,N,0,1,1,1,1,0,1,0,0,0,5,11,0.4,0.4,0.2,0
N,Investments to improve value chain,Y,0,1,1,0,0,0,0,0,0,0,2,11,1,0,0,0
CC,Cooperatives,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Cooperatives,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Cooperatives,N,0,0,1,0,0,0,0,0,0,0,1,NA,1,0,0,0
N,Cooperatives,Y,0,1,0,1,0,0,0,0,0,0,2,NA,0.5,0.5,0,0
CC,Investment in new gear or innovations,N,0,0,1,1,0,0,0,0,3,0,5,12,0.2,0.2,0,0.6
CC,Investment in new gear or innovations,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Investment in new gear or innovations,N,0,1,1,1,1,0,1,0,0,0,5,12,0.4,0.4,0.2,0
N,Investment in new gear or innovations,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Diversify livelihoods,N,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,1
CC,Diversify livelihoods,Y,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,1
N,Diversify livelihoods,N,0,1,1,1,1,0,1,0,0,0,5,13,0.4,0.4,0.2,0
N,Diversify livelihoods,Y,0,1,0,1,0,0,0,0,0,0,2,13,0.5,0.5,0,0
CC,Community-based rights,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Community-based rights,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Community-based rights,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Community-based rights,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Financial assistance to help survive bad fishing years,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help survive bad fishing years,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help survive bad fishing years,Y,0,2,2,0,0,0,0,0,0,0,4,NA,1,0,0,0
