Context,Example,Implemented,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,all,id,Prop_top,Prop_bottom,Prop_NGO,Prop_ind
N,MPAs,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,MPAs,Y,0,0,0,0,0,0,0,0,0,0,0,3,NaN,NaN,NaN,NaN
CC,Enforcement,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Enforcement,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Enforcement,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Enforcement,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Reductions in other stressors,N,0,1,2,1,0,0,0,0,0,0,4,7,0.75,0.25,0,0
CC,Reductions in other stressors,Y,0,0,1,0,0,0,0,0,0,0,1,7,1,0,0,0
N,Reductions in other stressors,N,0,0,0,0,1,0,0,1,0,0,2,7,0,0.5,0.5,0
N,Reductions in other stressors,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Review programs / regulations,N,0,1,4,0,0,0,0,0,0,0,5,5,1,0,0,0
CC,Review programs / regulations,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Review programs / regulations,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Review programs / regulations,Y,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,0
CC,Dynamic ocean management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Dynamic ocean management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Dynamic ocean management,N,0,0,1,0,0,0,0,0,0,0,1,NA,1,0,0,0
N,Dynamic ocean management,Y,0,0,0,0,0,2,0,0,2,0,4,NA,0,0,0.5,0.5
CC,Restoration,N,0,1,5,0,0,0,0,0,0,0,6,4,1,0,0,0
CC,Restoration,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Restoration,N,0,0,1,0,1,0,0,1,0,0,3,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
N,Restoration,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Disaster risk management,N,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0
CC,Disaster risk management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Disaster risk management,N,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0
N,Disaster risk management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Financial assistance to help transition out of fishery,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help transition out of fishery,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help transition out of fishery,Y,0,1,1,0,0,0,0,0,0,0,2,NA,1,0,0,0
CC,Education,N,0,0,2,0,0,0,0,0,1,1,4,9,0.5,0,0,0.5
CC,Education,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Education,N,0,0,1,1,1,0,0,1,0,0,4,9,0.25,0.5,0.25,0
N,Education,Y,0,1,2,0,0,0,0,0,0,0,3,9,1,0,0,0
CC,Adaptation programs,N,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
CC,Adaptation programs,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Adaptation programs,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Research,N,0,0,4,0,0,0,0,0,0,0,4,6,1,0,0,0
CC,Research,Y,0,0,1,1,0,0,0,0,0,0,2,6,0.5,0.5,0,0
N,Research,N,0,0,1,0,1,0,0,1,0,0,3,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
N,Research,Y,0,1,1,0,0,0,0,0,0,0,2,6,1,0,0,0
CC,Coordination and organization,N,0,0,2,0,0,0,2,0,0,0,4,8,0.5,0.5,0,0
CC,Coordination and organization,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Coordination and organization,N,0,1,3,1,2,1,0,2,2,0,12,8,0.3333333333333333,0.25,0.25,0.16666666666666666
N,Coordination and organization,Y,0,0,0,0,1,0,0,1,0,0,2,8,0,0.5,0.5,0
CC,Market diversification,N,0,0,1,1,0,0,0,0,0,0,2,10,0.5,0.5,0,0
CC,Market diversification,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Market diversification,N,0,0,1,0,1,0,0,1,1,0,4,10,0.25,0.25,0.25,0.25
N,Market diversification,Y,0,0,0,0,1,0,1,0,1,0,3,10,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CC,Transition out of fisheries,N,0,0,1,0,0,0,0,0,1,0,2,11,0.5,0,0,0.5
CC,Transition out of fisheries,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Transition out of fisheries,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Transition out of fisheries,Y,0,1,1,0,0,0,0,0,0,0,2,11,1,0,0,0
CC,Economic/community development,N,0,0,1,1,0,0,1,0,0,0,3,13,0.3333333333333333,0.6666666666666666,0,0
N,Economic/community development,N,0,0,2,1,0,0,0,1,0,0,4,13,0.5,0.5,0,0
N,Economic/community development,Y,0,0,1,0,1,0,2,1,1,0,6,13,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666
CC,Insurance,N,0,0,0,0,0,0,0,0,1,0,1,16,0,0,0,1
CC,Insurance,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Insurance,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Insurance,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Investments to improve value chain,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Investments to improve value chain,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Investments to improve value chain,N,0,0,0,0,1,0,0,1,0,0,2,NA,0,0.5,0.5,0
N,Investments to improve value chain,Y,0,0,0,0,1,0,1,1,1,0,4,NA,0,0.5,0.25,0.25
CC,Cooperatives,N,0,0,0,0,0,0,0,1,0,0,1,12,0,1,0,0
CC,Cooperatives,Y,0,0,1,0,0,0,1,0,0,0,2,12,0.5,0.5,0,0
N,Cooperatives,N,0,0,1,0,1,0,0,2,0,0,4,12,0.25,0.5,0.25,0
N,Cooperatives,Y,0,1,0,0,2,2,0,2,2,0,9,12,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.2222222222222222
CC,Investment in new gear or innovations,N,0,0,1,0,0,0,0,0,3,0,4,15,0.25,0,0,0.75
CC,Investment in new gear or innovations,Y,0,0,0,0,0,0,0,0,1,0,1,15,0,0,0,1
N,Investment in new gear or innovations,N,0,1,1,0,0,0,0,0,1,0,3,15,0.6666666666666666,0,0,0.3333333333333333
N,Investment in new gear or innovations,Y,0,0,0,0,1,0,1,0,0,0,2,15,0,0.5,0.5,0
CC,Diversify livelihoods,N,0,0,2,1,0,0,0,0,3,0,6,14,0.3333333333333333,0.16666666666666666,0,0.5
CC,Diversify livelihoods,Y,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,1
N,Diversify livelihoods,N,0,0,0,0,1,0,0,1,2,1,5,14,0,0.2,0.2,0.6
N,Diversify livelihoods,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Community-based rights,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Community-based rights,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Community-based rights,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Community-based rights,Y,0,1,0,0,2,0,0,1,0,0,4,NA,0.25,0.25,0.5,0
CC,Financial assistance to help survive bad fishing years,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help survive bad fishing years,N,0,0,0,0,0,0,0,0,1,1,2,NA,0,0,0,1
N,Financial assistance to help survive bad fishing years,Y,0,3,3,0,0,0,0,0,0,0,6,NA,1,0,0,0
