Context,Example,Implemented,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,all,id,Prop_top,Prop_bottom,Prop_NGO,Prop_ind
N,MPAs,N,0,1,2,1,0,0,0,0,0,0,4,4,0.75,0.25,0,0
N,MPAs,Y,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0
CC,Enforcement,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Enforcement,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Enforcement,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Enforcement,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",N,0,0,1,1,0,0,0,0,0,0,2,NA,0.5,0.5,0,0
N,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Reductions in other stressors,N,0,0,1,1,0,0,0,0,0,0,2,6,0.5,0.5,0,0
CC,Reductions in other stressors,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Reductions in other stressors,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Reductions in other stressors,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Review programs / regulations,N,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0
CC,Review programs / regulations,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Review programs / regulations,N,0,1,1,1,0,0,0,0,0,0,3,5,0.6666666666666666,0.3333333333333333,0,0
N,Review programs / regulations,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Dynamic ocean management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Dynamic ocean management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Dynamic ocean management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Dynamic ocean management,Y,0,0,0,0,1,1,0,0,2,0,4,NA,0,0,0.5,0.5
CC,Restoration,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Restoration,Y,0,0,2,1,0,0,1,0,0,0,4,7,0.5,0.5,0,0
N,Restoration,N,0,1,1,1,0,0,0,0,0,0,3,7,0.6666666666666666,0.3333333333333333,0,0
N,Restoration,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Disaster risk management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Disaster risk management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Disaster risk management,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Disaster risk management,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Financial assistance to help transition out of fishery,N,0,0,0,1,1,0,0,0,0,0,2,13,0,0.5,0.5,0
N,Financial assistance to help transition out of fishery,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help transition out of fishery,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Education,N,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0
CC,Education,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Education,N,0,0,1,1,0,0,0,0,0,0,2,2,0.5,0.5,0,0
N,Education,Y,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0
CC,Adaptation programs,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Adaptation programs,Y,0,0,0,1,0,0,0,0,0,0,1,10,0,1,0,0
N,Adaptation programs,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Research,N,0,0,2,1,0,0,0,0,0,0,3,8,0.6666666666666666,0.3333333333333333,0,0
CC,Research,Y,0,0,1,1,0,0,0,0,1,1,4,8,0.25,0.25,0,0.5
N,Research,N,0,0,1,1,0,0,0,0,0,0,2,8,0.5,0.5,0,0
N,Research,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Coordination and organization,N,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
CC,Coordination and organization,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Coordination and organization,N,0,1,1,1,0,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,0,0
N,Coordination and organization,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Market diversification,N,0,0,0,1,0,0,0,0,0,0,1,15,0,1,0,0
CC,Market diversification,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Market diversification,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Market diversification,Y,0,0,0,0,1,0,0,0,2,0,3,15,0,0,0.3333333333333333,0.6666666666666666
CC,Transition out of fisheries,N,0,0,0,0,0,0,0,0,1,0,1,16,0,0,0,1
CC,Transition out of fisheries,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Transition out of fisheries,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Transition out of fisheries,Y,0,1,0,0,1,0,0,0,0,0,2,16,0.5,0,0.5,0
CC,Economic/community development,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Economic/community development,N,0,0,1,1,0,0,0,0,0,0,2,NA,0.5,0.5,0,0
N,Economic/community development,Y,0,0,1,0,0,0,0,0,1,0,2,NA,0.5,0,0,0.5
CC,Insurance,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Insurance,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Insurance,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Insurance,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Investments to improve value chain,N,0,0,0,1,0,0,0,0,0,0,1,14,0,1,0,0
CC,Investments to improve value chain,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Investments to improve value chain,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Investments to improve value chain,Y,0,0,0,0,1,0,0,0,1,0,2,14,0,0,0.5,0.5
CC,Cooperatives,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Cooperatives,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Cooperatives,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Cooperatives,Y,0,0,0,0,2,1,0,0,2,0,5,NA,0,0,0.6,0.4
CC,Investment in new gear or innovations,N,0,0,1,0,0,0,0,0,1,0,2,9,0.5,0,0,0.5
CC,Investment in new gear or innovations,Y,0,0,0,0,0,0,0,1,1,0,2,9,0,0.5,0,0.5
N,Investment in new gear or innovations,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Investment in new gear or innovations,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Diversify livelihoods,N,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,1
CC,Diversify livelihoods,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Diversify livelihoods,N,1,1,0,0,0,0,0,0,0,0,2,11,1,0,0,0
N,Diversify livelihoods,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Community-based rights,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Community-based rights,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Community-based rights,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Community-based rights,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,Financial assistance to help survive bad fishing years,N,0,0,0,1,1,0,0,0,0,0,2,12,0,0.5,0.5,0
N,Financial assistance to help survive bad fishing years,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,Financial assistance to help survive bad fishing years,Y,1,2,1,1,0,0,0,0,0,0,5,12,0.8,0.2,0,0
